zipCode,medianHouseholdIncome,latitude,longitude
49727,70865,45.137651,-85.108962
49728,60909,46.386704,-85.024763
49729,77870,45.163731,-85.292999
49730,79679,45.044019,-84.867522
49733,66318,44.794071,-84.730562
49735,70819,44.998087,-84.670164
49736,49688,46.087784,-84.138358
49738,59708,44.692289,-84.595113
49740,89250,45.521875,-84.990777
49743,52969,45.266958,-83.893364
49744,77500,44.993123,-83.657097
49745,44063,46.021302,-84.528114
49746,47432,45.062987,-83.951062
49747,73233,44.835571,-83.629725
49748,56250,46.372259,-85.16574
49749,65608,45.422081,-84.584616
49751,62008,44.982838,-84.430167
49752,62460,46.263933,-84.417596
49753,57292,45.017318,-83.777038
49755,65789,45.643275,-84.827509
49756,53333,44.814691,-84.275815
49757,95000,45.860184,-84.625834
49759,56944,45.417476,-84.096086
49760,58958,46.047891,-84.847153
49762,57692,46.116086,-85.28474
49765,57404,45.338306,-84.25917
49766,61346,44.908297,-83.432043
49768,73750,46.639554,-85.118081
49769,67558,45.570812,-84.861754
49770,79590,45.331202,-84.897145
49774,84900,46.165835,-84.298661
49775,132500,45.770763,-84.477959
49776,59000,45.232202,-83.680373
49777,85781,45.285818,-83.479655
49779,53465,45.394382,-83.84441
49780,69375,46.209089,-84.686118
49781,64152,45.948137,-84.765522
49782,75938,45.618554,-85.543684
49783,60658,46.416901,-84.289054
49788,57524,46.264324,-84.469852
49791,59750,45.481006,-84.599373
49793,39167,46.214575,-85.047394
49795,57019,45.160679,-84.579688
49796,87434,45.272213,-84.948286
49799,58235,45.262433,-84.580375
49801,67337,45.927171,-88.015827
49802,62209,45.800591,-88.082227
49805,43819,47.360611,-88.402488
49806,85625,46.452414,-86.901161
49807,75329,45.699232,-87.293231
49808,52438,46.823114,-87.85267
49812,51250,45.591632,-87.50312
49814,77356,46.568034,-87.953816
49815,63854,46.188604,-87.946546
49816,70750,46.278851,-86.909361
49817,63984,45.949333,-86.504514
49818,61528,45.982363,-87.349348
49821,58750,45.520277,-87.619709
49822,58214,46.433521,-87.024586
49825,77250,46.357811,-86.972916
49826,61107,46.323306,-87.052838
49827,46827,46.180664,-85.530449
49829,50277,45.774101,-87.13629
49831,66750,46.056687,-87.729011
49833,73571,46.268336,-87.294628
49834,65000,45.969351,-87.705351
49835,51429,45.735776,-86.562598
49836,85500,46.201987,-85.903336
49837,64306,45.868678,-87.079109
49838,40000,46.031895,-85.737398
49839,47292,46.59846,-86.146442
49840,61250,46.174564,-86.054633
49841,60568,46.26711,-87.499647
49847,66250,45.704676,-87.636201
49848,38750,45.379216,-87.635741
49849,67518,46.42568,-87.771426
49852,83438,45.786249,-87.816777
49853,54563,46.368293,-85.750902
49854,55944,46.076172,-86.345803
49855,62083,46.561069,-87.451418
49858,53186,45.222109,-87.548174
49861,61875,46.568669,-88.1754
49862,61340,46.398696,-86.727185
49863,32961,45.61294,-87.551681
49864,103750,45.841522,-86.650397
49866,85019,46.415937,-87.584762
49868,55074,46.510988,-85.517552
49870,75179,45.867201,-87.878923
49871,63125,46.424714,-87.538923
49872,53281,46.018233,-87.082192
49873,49375,45.826699,-87.486662
49874,62500,45.753538,-87.468889
49876,39853,45.802174,-87.977377
49877,81458,46.158926,-87.712237
49878,71136,45.946742,-86.87753
49879,49471,46.340347,-88.064585
49880,64013,46.111059,-87.222303
49881,85625,46.07322,-88.047262
49883,53289,46.410608,-86.007868
49884,60063,46.41592,-86.356975
49885,81172,46.33805,-87.19832
49886,77500,45.6975,-87.494034
49887,58375,45.392007,-87.731587
49891,46063,46.217271,-87.015008
49892,74926,45.776825,-87.792363
49893,63125,45.297038,-87.605155
49894,93828,45.782823,-87.076331
49895,47115,46.171321,-86.661791
49896,56167,45.688568,-87.388865
49901,47639,47.292699,-88.392601
49902,39115,46.051168,-88.376162
49903,41818,46.337193,-88.482608
49905,77617,47.110078,-88.707654
49908,63281,46.758152,-88.563278
49910,39583,46.629711,-89.531354
49911,57000,46.498953,-90.057516
49912,57148,46.496716,-89.194224
49913,53571,47.238859,-88.451579
49915,35000,46.064638,-88.627095
49916,74625,46.984094,-88.586325
49917,52917,47.281359,-88.359132
49918,67188,47.439583,-87.829749
49919,49423,46.514745,-88.434927
49920,63605,46.138161,-88.30225
49922,55313,47.124404,-88.489531
49925,56250,46.544419,-89.374684
49927,47500,46.03306,-88.547007
49929,42708,46.798725,-89.09564
49930,72314,47.202985,-88.576295
49931,50408,47.184793,-88.640831
49934,47386,47.165644,-88.439092
49935,57236,46.175587,-88.752156
49938,46606,46.525851,-90.130358
49942,54722,47.260732,-88.41655
49945,59453,47.148165,-88.337092
49946,55341,46.727817,-88.332527
49947,48750,46.412734,-89.606815
49948,73063,46.752182,-88.998266
49950,53250,47.386306,-88.133747
49952,79583,46.701362,-88.784945
49953,59375,46.785658,-89.42686
49955,64402,47.006294,-88.694822
49958,40893,46.815468,-88.662927
49959,47500,46.469886,-89.998077
49960,44018,46.711853,-89.258371
49961,53750,46.449553,-88.702147
49962,62000,46.839281,-88.131113
49963,58958,47.048942,-88.639995
49965,78295,46.955096,-88.859543
49967,43750,46.506508,-88.966362
49968,55759,46.502982,-89.889607
49969,67188,46.251655,-89.210723
49970,60536,46.522947,-88.600492
49971,39861,46.710437,-89.628683
